unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri"7C2D0700-8627-4963-E053-6B04A8C07B97","460000","2018-11-19","OX1 1JS","T","N","F","","7","WOODBINE PLACE","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/7C2D0700-8627-4963-E053-6B04A8C07B97/current"
"919FEC05-A175-9A90-E053-6C04A8C0A300","285000","2019-07-19","OX1 4RH","S","N","F","","SEVEN STARS MEWS, 2A","STEWART STREET","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/919FEC05-A175-9A90-E053-6C04A8C0A300/current"
"8355F009-5540-55C5-E053-6B04A8C0D090","431250","2019-01-24","OX1 4RH","T","N","F","","10","STEWART STREET","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8355F009-5540-55C5-E053-6B04A8C0D090/current"
"6B32222C-8D2B-01F1-E053-6C04A8C0D2C8","490000","2018-03-22","OX1 4RJ","T","N","F","","5","GORDON STREET","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/6B32222C-8D2B-01F1-E053-6C04A8C0D2C8/current"
"8CAC1318-9569-0253-E053-6B04A8C08E51","705000","2019-05-29","OX1 4RJ","S","N","F","","7","GORDON STREET","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8CAC1318-9569-0253-E053-6B04A8C08E51/current"
"80E1AA98-836B-7BF8-E053-6C04A8C00BF2","457500","2019-01-18","OX1 4RJ","T","N","F","","21","GORDON STREET","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/80E1AA98-836B-7BF8-E053-6C04A8C00BF2/current"
"68FEB20B-DA93-38DA-E053-6C04A8C051AE","560000","2018-02-23","OX1 4RU","T","N","F","","2","SUMMERFIELD","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/68FEB20B-DA93-38DA-E053-6C04A8C051AE/current"
"726BF13B-2A7C-0A46-E053-6C04A8C01D0D","490000","2018-06-22","OX1 4RU","F","N","F","","19","SUMMERFIELD","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/726BF13B-2A7C-0A46-E053-6C04A8C01D0D/current"
"919FEC05-A2D5-9A90-E053-6C04A8C0A300","421381","2019-08-14","OX1 4RU","T","N","F","","20","SUMMERFIELD","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/919FEC05-A2D5-9A90-E053-6C04A8C0A300/current"
"8F1B26BE-105C-53DB-E053-6C04A8C03649","535000","2019-06-17","OX1 4SS","T","N","F","","38","NORREYS AVENUE","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8F1B26BE-105C-53DB-E053-6C04A8C03649/current"
"6DA0844A-45C2-30F2-E053-6B04A8C05F3B","532500","2018-05-09","OX1 4ST","T","N","F","","37","NORREYS AVENUE","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/6DA0844A-45C2-30F2-E053-6B04A8C05F3B/current"
